1_2_148: tensor(0.0065)
1_4_16: tensor(0.0108)
1_6_23: tensor(0.0087)
1_8_7: tensor(0.0093)
1_10_18: tensor(0.0065)
1_12_26: tensor(0.0063)
1_14_16: tensor(0.0076)
1_16_17: tensor(0.0059)
1_18_11: tensor(0.0049)
1_20_7: tensor(0.0050)
