1_13_29_0.001_3: tensor(0.0107)
1_13_29_0.001_5: tensor(0.0080)
1_13_29_0.001_8: tensor(0.0083)
1_13_29_0.001_10: tensor(0.0085)
1_13_29_0.001_15: tensor(0.0075)
1_13_29_0.001_20: tensor(0.0070)
1_13_29_0.001_30: tensor(0.0076)
1_13_29_0.001_40: tensor(0.0078)
1_13_29_0.001_50: tensor(0.0079)
1_13_29_0.001_100: tensor(0.0091)
1_13_29_0.001_200: tensor(0.0100)
1_13_29_0.001_300: tensor(0.0107)
1_13_29_0.001_400: tensor(0.0164)
1_13_29_0.001_500: tensor(0.0165)
