1_2_147: tensor(0.0065)
1_4_17: tensor(0.0108)
1_6_22: tensor(0.0087)
1_8_7: tensor(0.0092)
1_10_17: tensor(0.0065)
1_12_50: tensor(0.0061)
1_14_17: tensor(0.0074)
1_16_15: tensor(0.0053)
1_18_18: tensor(0.0049)
1_20_9: tensor(0.0052)
