1_15_30_0.0008_3: tensor(0.0075)
1_15_30_0.0008_5: tensor(0.0072)
1_15_30_0.0008_10: tensor(0.0075)
1_15_30_0.0008_15: tensor(0.0080)
1_15_30_0.0008_20: tensor(0.0083)
1_15_30_0.0008_30: tensor(0.0094)
1_15_30_0.0008_40: tensor(0.0100)
1_15_30_0.0008_50: tensor(0.0102)
1_15_30_0.0008_100: tensor(0.0105)
1_15_30_0.0008_200: tensor(0.0109)
1_15_30_0.0008_300: tensor(0.0117)
1_15_30_0.0008_400: tensor(0.0153)
1_15_30_0.0008_500: tensor(0.0154)
