1_5_15: tensor(0.0064)
1_5_30: tensor(0.0057)
1_5_50: tensor(0.0064)
1_5_100: tensor(0.0097)
1_5_150: tensor(0.0134)
1_5_200: tensor(0.0162)
1_5_300: tensor(0.0199)
1_5_400: tensor(0.0219)
1_5_500: tensor(0.0213)
1_5_600: tensor(0.0198)
1_10_15: tensor(0.0048)
1_10_30: tensor(0.0053)
1_10_50: tensor(0.0074)
1_10_100: tensor(0.0104)
1_10_150: tensor(0.0163)
1_10_200: tensor(0.0217)
1_10_300: tensor(0.0419)
1_10_400: tensor(0.0589)
1_10_500: tensor(0.0748)
1_10_600: tensor(0.0881)
1_15_15: tensor(0.0047)
1_15_30: tensor(0.0066)
1_15_50: tensor(0.0098)
1_15_100: tensor(0.0200)
1_15_150: tensor(0.0321)
1_15_200: tensor(0.0435)
1_15_300: tensor(0.0669)
1_15_400: tensor(0.0876)
1_15_500: tensor(0.0958)
1_15_600: tensor(0.0956)
1_20_15: tensor(0.0055)
1_20_30: tensor(0.0074)
1_20_50: tensor(0.0128)
1_20_100: tensor(0.0244)
1_20_150: tensor(0.0347)
1_20_200: tensor(0.0436)
1_20_300: tensor(0.0499)
1_20_400: tensor(0.0504)
1_20_500: tensor(0.0504)
1_20_600: tensor(0.0512)
