2_5-5_15: tensor(0.0049)
2_5-5_30: tensor(0.0051)
2_5-5_50: tensor(0.0052)
2_5-5_100: tensor(0.0067)
2_5-5_150: tensor(0.0084)
2_5-5_200: tensor(0.0112)
2_5-5_300: tensor(0.0141)
2_5-5_400: tensor(0.0167)
2_5-5_500: tensor(0.0176)
2_10-10_15: tensor(0.0046)
2_10-10_30: tensor(0.0049)
2_10-10_50: tensor(0.0078)
2_10-10_100: tensor(0.0227)
2_10-10_150: tensor(0.0327)
2_10-10_200: tensor(0.0353)
2_10-10_300: tensor(0.0402)
2_10-10_400: tensor(0.0483)
2_10-10_500: tensor(0.0538)
2_15-15_15: tensor(0.0052)
2_15-15_30: tensor(0.0055)
2_15-15_50: tensor(0.0076)
2_15-15_100: tensor(0.0172)
2_15-15_150: tensor(0.0223)
2_15-15_200: tensor(0.0223)
2_15-15_300: tensor(0.0223)
2_15-15_400: tensor(0.0242)
2_15-15_500: tensor(0.0286)
2_20-20_15: tensor(0.0052)
2_20-20_30: tensor(0.0060)
2_20-20_50: tensor(0.0095)
2_20-20_100: tensor(0.0253)
2_20-20_150: tensor(0.0310)
2_20-20_200: tensor(0.0347)
2_20-20_300: tensor(0.0417)
2_20-20_400: tensor(0.0485)
2_20-20_500: tensor(0.0506)
