2_4-4_106_0.0001: 0.00893097386497566
2_4-4_106_0.0002: 0.007148215505877062
2_4-4_106_0.0003: 0.006389521649463922
2_4-4_106_0.0004: 0.0058422560978953165
2_4-4_106_0.0005: 0.005348875082646725
2_4-4_106_0.0006: 0.00505087843715727
2_4-4_106_0.0007: 0.0048976063332752074
2_4-4_106_0.0008: 0.004805596370067577
2_4-4_106_0.0009: 0.004905838226317793
2_4-4_106_0.001: 0.005796107720951017
2_4-4_106_0.002: 0.006357859441200389
2_4-4_106_0.003: 0.005800120037056031
2_4-4_106_0.004: 0.004944662988130728
2_4-4_106_0.005: 0.004850757892845657
2_4-4_106_0.006: 0.004741677729020016
2_4-4_106_0.007: 0.004453445068212265
2_4-4_106_0.008: 0.004277147225698249
2_4-4_106_0.009: 0.004331543535482753
2_4-4_106_0.01: 0.004437556269382807
2_4-4_106_0.02: 0.007861619524516477
2_4-4_106_0.03: 0.006463654353556635
2_4-4_106_0.04: 0.0068835602059501046
2_4-4_106_0.05: 0.006454169531194924
2_4-4_106_0.06: 0.005927669473269132
2_4-4_106_0.07: 0.008012160379148576
2_4-4_106_0.08: 0.006963071384483546
2_4-4_106_0.09: 0.007318208859167269
2_4-4_106_0.1: 0.009119570822107416
2_4-4_106_0.2: 0.005557656347101027
2_4-4_106_0.3: 0.008864139494619392
2_4-4_106_0.4: 0.008735992134510649
2_4-4_106_0.5: 0.01176543203920436
2_4-4_106_0.6: 0.011096555648566151
2_4-4_106_0.7: 0.02825121086064523
2_4-4_106_0.8: 0.025980331860442615
2_4-4_106_0.9: 0.027828970348951747
2_4-4_106_1: 0.02664724475968418
