2_2-2_15: 0.013445052238179656
2_2-2_30: 0.011244428300632965
2_2-2_50: 0.010156981068183307
2_2-2_100: 0.009688459768490313
2_2-2_150: 0.009649976352832688
2_2-2_200: 0.00954073096953383
2_2-2_300: 0.009228852778539609
2_2-2_400: 0.008916897933761918
2_2-2_500: 0.008673310818616995
2_2-2_600: 0.008499460244164462
2_4-4_15: 0.010227329832687806
2_4-4_30: 0.008275135251632927
2_4-4_50: 0.008086863397370551
2_4-4_100: 0.00790850415208718
2_4-4_150: 0.008048901443324862
2_4-4_200: 0.008484932228238989
2_4-4_300: 0.008546800465477877
2_4-4_400: 0.00860890422169888
2_4-4_500: 0.008506010027091065
2_4-4_600: 0.008425684105684523
2_6-6_15: 0.009420000530259919
2_6-6_30: 0.008348625010950026
2_6-6_50: 0.0085446428195526
2_6-6_100: 0.009291048030306734
2_6-6_150: 0.010186724201202752
2_6-6_200: 0.011477051276684186
2_6-6_300: 0.010825836243094869
2_6-6_400: 0.01479258022900029
2_6-6_500: 0.016564320149640318
2_6-6_600: 0.016762560181398822
2_8-8_15: 0.0093935238625656
2_8-8_30: 0.008250479304304458
2_8-8_50: 0.0074056710930880615
2_8-8_100: 0.00835202697178928
2_8-8_150: 0.01174047036182896
2_8-8_200: 0.02340235617798535
2_8-8_300: 0.042324465637816826
2_8-8_400: 0.047468840644926506
2_8-8_500: 0.05045917316694345
2_8-8_600: 0.05517866102887034
2_10-10_15: 0.009253300193754276
2_10-10_30: 0.007626034361087039
2_10-10_50: 0.007180846348522417
2_10-10_100: 0.0077386343019051965
2_10-10_150: 0.011142898277414876
2_10-10_200: 0.015849659142621833
2_10-10_300: 0.022149973203908043
2_10-10_400: 0.027818453125557443
2_10-10_500: 0.03125720914944966
2_10-10_600: 0.03408725613101773
