3_5-5-3_15: 0.005833796609657313
3_5-5-3_30: 0.004826691549979531
3_5-5-3_50: 0.0050810351058932475
3_5-5-3_100: 0.006922727492014575
3_5-5-3_150: 0.007575779928762295
3_5-5-3_200: 0.00905550255169769
3_5-5-3_300: 0.011035629030301905
3_5-5-3_400: 0.014929348722613818
3_5-5-3_500: 0.011295321004218513
3_5-5-3_600: 0.012766269084826013
3_10-10-6_15: 0.0053611303952413114
3_10-10-6_30: 0.0049005829132616795
3_10-10-6_50: 0.006561279430323412
3_10-10-6_100: 0.00856473190562109
3_10-10-6_150: 0.009234665516446137
3_10-10-6_200: 0.024657868642825306
3_10-10-6_300: 0.021567928949835103
3_10-10-6_400: 0.01707487044877005
3_10-10-6_500: 0.022317960211271925
3_10-10-6_600: 0.035587813968085934
3_15-15-9_15: 0.004645336300759012
3_15-15-9_30: 0.004613331179221315
3_15-15-9_50: 0.007043548038310848
3_15-15-9_100: 0.010681260506758985
3_15-15-9_150: 0.01098483711250056
3_15-15-9_200: 0.01318993287610176
3_15-15-9_300: 0.027021165524209172
3_15-15-9_400: 0.027331743583397582
3_15-15-9_500: 0.05274823175472166
3_15-15-9_600: 0.02782267440211256
3_20-20-12_15: 0.004533795205356585
3_20-20-12_30: 0.005726789219001054
3_20-20-12_50: 0.008299743817036744
3_20-20-12_100: 0.013036074408986157
3_20-20-12_150: 0.014341172886643537
3_20-20-12_200: 0.022569252306014975
3_20-20-12_300: 0.026998447422452623
3_20-20-12_400: 0.04578271214136253
3_20-20-12_500: 0.03776624365012576
3_20-20-12_600: 0.038146258938572916
